wavelength_nm,n,k
5.286432e+02,1.550683e+00,2.103405e-05
5.311558e+02,1.550593e+00,2.113402e-05
5.336683e+02,1.550514e+00,2.123399e-05
5.361809e+02,1.550444e+00,2.133396e-05
5.386935e+02,1.550384e+00,2.143393e-05
5.412060e+02,1.550330e+00,2.153390e-05
5.437186e+02,1.550284e+00,2.163388e-05
5.462312e+02,1.550244e+00,2.173385e-05
5.487437e+02,1.550209e+00,2.183382e-05
5.512563e+02,1.550178e+00,2.193379e-05
5.537688e+02,1.550152e+00,2.203376e-05
5.562814e+02,1.550130e+00,2.213373e-05
5.587940e+02,1.550110e+00,2.223371e-05
5.613065e+02,1.550093e+00,2.233368e-05
5.638191e+02,1.550079e+00,2.243365e-05
5.663317e+02,1.550067e+00,2.253362e-05
5.688442e+02,1.550056e+00,2.263359e-05
5.713568e+02,1.550047e+00,2.273356e-05
5.738693e+02,1.550040e+00,2.283354e-05
5.763819e+02,1.550033e+00,2.293351e-05
5.788945e+02,1.550028e+00,2.303348e-05
5.814070e+02,1.550023e+00,2.313345e-05
5.839196e+02,1.550019e+00,2.323342e-05
5.864322e+02,1.550016e+00,2.333339e-05
5.889447e+02,1.550013e+00,2.343337e-05
5.914573e+02,1.550011e+00,2.353334e-05
5.939698e+02,1.550009e+00,2.363331e-05
5.964824e+02,1.550008e+00,2.373328e-05
5.989950e+02,1.550006e+00,2.383325e-05
6.015075e+02,1.550005e+00,2.393322e-05
6.040201e+02,1.550004e+00,2.403320e-05
6.065327e+02,1.550003e+00,2.413317e-05
6.090452e+02,1.550003e+00,2.423314e-05
6.115578e+02,1.550002e+00,2.433311e-05
6.140704e+02,1.550002e+00,2.443308e-05
6.165829e+02,1.550002e+00,2.453305e-05
6.190955e+02,1.550001e+00,2.463303e-05
6.216080e+02,1.550001e+00,2.473300e-05
6.241206e+02,1.550001e+00,2.483297e-05
6.266332e+02,1.550001e+00,2.493294e-05
6.291457e+02,1.550001e+00,2.503291e-05
6.316583e+02,1.550000e+00,2.513288e-05
6.341709e+02,1.550000e+00,2.523286e-05
6.366834e+02,1.550000e+00,2.533283e-05
6.391960e+02,1.550000e+00,2.543280e-05
6.417085e+02,1.550000e+00,2.553277e-05
6.442211e+02,1.550000e+00,2.563274e-05
6.467337e+02,1.550000e+00,2.573272e-05
6.492462e+02,1.550000e+00,2.583269e-05
6.517588e+02,1.550000e+00,2.593266e-05
6.542714e+02,1.550000e+00,2.603263e-05
6.567839e+02,1.550000e+00,2.613260e-05
6.592965e+02,1.550000e+00,2.623257e-05
6.618090e+02,1.550000e+00,2.633255e-05
6.643216e+02,1.550000e+00,2.643252e-05
6.668342e+02,1.550000e+00,2.653249e-05
6.693467e+02,1.550000e+00,2.663246e-05
6.718593e+02,1.550000e+00,2.673243e-05
6.743719e+02,1.550000e+00,2.683240e-05
6.768844e+02,1.550000e+00,2.693238e-05
6.793970e+02,1.550000e+00,2.703235e-05
6.819095e+02,1.550000e+00,2.713232e-05
6.844221e+02,1.550000e+00,2.723229e-05
6.869347e+02,1.550000e+00,2.733226e-05
6.894472e+02,1.550000e+00,2.743223e-05
6.919598e+02,1.550000e+00,2.753221e-05
6.944724e+02,1.550000e+00,2.763218e-05
6.969849e+02,1.550000e+00,2.773215e-05
6.994975e+02,1.550000e+00,2.783212e-05
7.020101e+02,1.550000e+00,2.793209e-05
7.045226e+02,1.550000e+00,2.803206e-05
7.070352e+02,1.550000e+00,2.813204e-05
7.095477e+02,1.550000e+00,2.823201e-05
7.120603e+02,1.550000e+00,2.833198e-05
7.145729e+02,1.550000e+00,2.843195e-05
7.170854e+02,1.550000e+00,2.853192e-05
7.195980e+02,1.550000e+00,2.863189e-05
7.221106e+02,1.550000e+00,2.873187e-05
7.246231e+02,1.550000e+00,2.883184e-05
7.271357e+02,1.550000e+00,2.893181e-05
7.296482e+02,1.550000e+00,2.903178e-05
7.321608e+02,1.550000e+00,2.913175e-05
7.346734e+02,1.550000e+00,2.923172e-05
7.371859e+02,1.550000e+00,2.933170e-05
7.396985e+02,1.550000e+00,2.943167e-05
7.422111e+02,1.550000e+00,2.953164e-05
7.447236e+02,1.550000e+00,2.963161e-05
7.472362e+02,1.550000e+00,2.973158e-05
7.497487e+02,1.550000e+00,2.983155e-05
7.522613e+02,1.550000e+00,2.993153e-05
7.547739e+02,1.550000e+00,3.003150e-05
7.572864e+02,1.550000e+00,3.013147e-05
7.597990e+02,1.550000e+00,3.023144e-05
7.623116e+02,1.550000e+00,3.033141e-05
7.648241e+02,1.550000e+00,3.043138e-05
7.673367e+02,1.550000e+00,3.053136e-05
7.698492e+02,1.550000e+00,3.063133e-05
7.723618e+02,1.550000e+00,3.073130e-05
7.748744e+02,1.550000e+00,3.083127e-05
7.773869e+02,1.550000e+00,3.093124e-05
7.798995e+02,1.550000e+00,3.103122e-05
7.824121e+02,1.550000e+00,3.113119e-05
7.849246e+02,1.550000e+00,3.123116e-05
7.874372e+02,1.550000e+00,3.133113e-05
7.899497e+02,1.550000e+00,3.143110e-05
7.924623e+02,1.550000e+00,3.153107e-05
7.949749e+02,1.550000e+00,3.163105e-05
7.974874e+02,1.550000e+00,3.173102e-05
8.000000e+02,1.550000e+00,3.183099e-05
