wavelength_nm,n,k
5.650000e+02,2.072002e+00,6.521248e-03
5.700000e+02,2.071002e+00,6.464051e-03
5.750000e+02,2.070025e+00,6.410590e-03
5.800000e+02,2.069070e+00,6.360706e-03
5.850000e+02,2.068138e+00,6.314248e-03
5.900000e+02,2.067225e+00,6.271078e-03
5.950000e+02,2.066333e+00,6.231068e-03
6.000000e+02,2.065458e+00,6.194095e-03
6.050000e+02,2.064601e+00,6.160047e-03
6.100000e+02,2.063761e+00,6.128820e-03
6.150000e+02,2.062937e+00,6.100314e-03
6.200000e+02,2.062128e+00,6.074437e-03
6.250000e+02,2.061334e+00,6.051102e-03
6.300000e+02,2.060553e+00,6.030229e-03
6.350000e+02,2.059786e+00,6.011741e-03
6.400000e+02,2.059031e+00,5.995568e-03
6.450000e+02,2.058288e+00,5.981641e-03
6.500000e+02,2.057557e+00,5.969899e-03
6.550000e+02,2.056836e+00,5.960281e-03
6.600000e+02,2.056126e+00,5.952732e-03
6.650000e+02,2.055426e+00,5.947199e-03
6.700000e+02,2.054735e+00,5.943633e-03
6.750000e+02,2.054054e+00,5.941988e-03
6.800000e+02,2.053381e+00,5.942219e-03
6.850000e+02,2.052716e+00,5.944285e-03
6.900000e+02,2.052060e+00,5.948147e-03
6.950000e+02,2.051411e+00,5.953767e-03
7.000000e+02,2.050769e+00,5.961112e-03
7.050000e+02,2.050134e+00,5.970148e-03
7.100000e+02,2.049506e+00,5.980844e-03
7.150000e+02,2.048884e+00,5.993171e-03
7.200000e+02,2.048268e+00,6.007101e-03
7.250000e+02,2.047658e+00,6.022608e-03
7.300000e+02,2.047054e+00,6.039667e-03
7.350000e+02,2.046454e+00,6.058255e-03
7.400000e+02,2.045860e+00,6.078349e-03
7.450000e+02,2.045271e+00,6.099928e-03
7.500000e+02,2.044686e+00,6.122973e-03
7.550000e+02,2.044106e+00,6.147466e-03
7.600000e+02,2.043529e+00,6.173387e-03
7.650000e+02,2.042957e+00,6.200721e-03
7.700000e+02,2.042389e+00,6.229451e-03
7.750000e+02,2.041824e+00,6.259564e-03
7.800000e+02,2.041263e+00,6.291043e-03
7.850000e+02,2.040705e+00,6.323877e-03
7.900000e+02,2.040151e+00,6.358053e-03
7.950000e+02,2.039599e+00,6.393558e-03
8.000000e+02,2.039050e+00,6.430381e-03
8.050000e+02,2.038504e+00,6.468512e-03
8.100000e+02,2.037961e+00,6.507941e-03
8.150000e+02,2.037420e+00,6.548658e-03
8.200000e+02,2.036881e+00,6.590655e-03
8.250000e+02,2.036345e+00,6.633922e-03
8.300000e+02,2.035810e+00,6.678453e-03
8.350000e+02,2.035278e+00,6.724239e-03
8.400000e+02,2.034748e+00,6.771274e-03
8.450000e+02,2.034219e+00,6.819551e-03
8.500000e+02,2.033692e+00,6.869064e-03
8.550000e+02,2.033167e+00,6.919808e-03
8.600000e+02,2.032643e+00,6.971777e-03
8.650000e+02,2.032121e+00,7.024965e-03
8.700000e+02,2.031600e+00,7.079369e-03
8.750000e+02,2.031080e+00,7.134985e-03
8.800000e+02,2.030561e+00,7.191807e-03
8.850000e+02,2.030044e+00,7.249833e-03
8.900000e+02,2.029527e+00,7.309058e-03
8.950000e+02,2.029011e+00,7.369480e-03
9.000000e+02,2.028497e+00,7.431097e-03
9.050000e+02,2.027983e+00,7.493904e-03
9.100000e+02,2.027470e+00,7.557901e-03
9.150000e+02,2.026957e+00,7.623084e-03
9.200000e+02,2.026445e+00,7.689452e-03
9.250000e+02,2.025934e+00,7.757004e-03
9.300000e+02,2.025423e+00,7.825736e-03
9.350000e+02,2.024912e+00,7.895650e-03
9.400000e+02,2.024402e+00,7.966742e-03
9.450000e+02,2.023893e+00,8.039012e-03
9.500000e+02,2.023383e+00,8.112460e-03
9.550000e+02,2.022874e+00,8.187085e-03
9.600000e+02,2.022365e+00,8.262887e-03
9.650000e+02,2.021856e+00,8.339864e-03
9.700000e+02,2.021347e+00,8.418017e-03
9.750000e+02,2.020838e+00,8.497347e-03
9.800000e+02,2.020330e+00,8.577853e-03
9.850000e+02,2.019821e+00,8.659535e-03
9.900000e+02,2.019312e+00,8.742394e-03
9.950000e+02,2.018803e+00,8.826430e-03
1.000000e+03,2.018294e+00,8.911645e-03
