wavelength_nm,n,k
5.713568e+02,2.440516e+00,5.239805e-01
5.738693e+02,2.435519e+00,5.220315e-01
5.763819e+02,2.430651e+00,5.200479e-01
5.788945e+02,2.425913e+00,5.180293e-01
5.814070e+02,2.421305e+00,5.159752e-01
5.839196e+02,2.416829e+00,5.138853e-01
5.864322e+02,2.412484e+00,5.117591e-01
5.889447e+02,2.408271e+00,5.095961e-01
5.914573e+02,2.404190e+00,5.073958e-01
5.939698e+02,2.400241e+00,5.051579e-01
5.964824e+02,2.396423e+00,5.028818e-01
5.989950e+02,2.392737e+00,5.005669e-01
6.015075e+02,2.389181e+00,4.982127e-01
6.040201e+02,2.385756e+00,4.958187e-01
6.065327e+02,2.382460e+00,4.933842e-01
6.090452e+02,2.379292e+00,4.909088e-01
6.115578e+02,2.376252e+00,4.883917e-01
6.140704e+02,2.373338e+00,4.858323e-01
6.165829e+02,2.370550e+00,4.832299e-01
6.190955e+02,2.367886e+00,4.805839e-01
6.216080e+02,2.365346e+00,4.778935e-01
6.241206e+02,2.362929e+00,4.751579e-01
6.266332e+02,2.360633e+00,4.723765e-01
6.291457e+02,2.358457e+00,4.695482e-01
6.316583e+02,2.356400e+00,4.666724e-01
6.341709e+02,2.354462e+00,4.637481e-01
6.366834e+02,2.352641e+00,4.607745e-01
6.391960e+02,2.350938e+00,4.577504e-01
6.417085e+02,2.349350e+00,4.546750e-01
6.442211e+02,2.347879e+00,4.515472e-01
6.467337e+02,2.346524e+00,4.483658e-01
6.492462e+02,2.345284e+00,4.451298e-01
6.517588e+02,2.344160e+00,4.418379e-01
6.542714e+02,2.343153e+00,4.384889e-01
6.567839e+02,2.342263e+00,4.350815e-01
6.592965e+02,2.341491e+00,4.316143e-01
6.618090e+02,2.340840e+00,4.280857e-01
6.643216e+02,2.340312e+00,4.244944e-01
6.668342e+02,2.339908e+00,4.208386e-01
6.693467e+02,2.339632e+00,4.171168e-01
6.718593e+02,2.339489e+00,4.133270e-01
6.743719e+02,2.339482e+00,4.094675e-01
6.768844e+02,2.339617e+00,4.055362e-01
6.793970e+02,2.339902e+00,4.015310e-01
6.819095e+02,2.340342e+00,3.974498e-01
6.844221e+02,2.340948e+00,3.932900e-01
6.869347e+02,2.341730e+00,3.890492e-01
6.894472e+02,2.342698e+00,3.847248e-01
6.919598e+02,2.343868e+00,3.803138e-01
6.944724e+02,2.345254e+00,3.758133e-01
6.969849e+02,2.346875e+00,3.712199e-01
6.994975e+02,2.348750e+00,3.665302e-01
7.020101e+02,2.350904e+00,3.617404e-01
7.045226e+02,2.353362e+00,3.568465e-01
7.070352e+02,2.356154e+00,3.518441e-01
7.095477e+02,2.359314e+00,3.467287e-01
7.120603e+02,2.362878e+00,3.414950e-01
7.145729e+02,2.366887e+00,3.361375e-01
7.170854e+02,2.371385e+00,3.306503e-01
7.195980e+02,2.376419e+00,3.250268e-01
7.221106e+02,2.382037e+00,3.192597e-01
7.246231e+02,2.388285e+00,3.133411e-01
7.271357e+02,2.395205e+00,3.072624e-01
7.296482e+02,2.402829e+00,3.010137e-01
7.321608e+02,2.411171e+00,2.945843e-01
7.346734e+02,2.420218e+00,2.879620e-01
7.371859e+02,2.429912e+00,2.811333e-01
7.396985e+02,2.440142e+00,2.740827e-01
7.422111e+02,2.450717e+00,2.667926e-01
7.447236e+02,2.461361e+00,2.592427e-01
7.472362e+02,2.471699e+00,2.514098e-01
7.497487e+02,2.481266e+00,2.432665e-01
7.522613e+02,2.489535e+00,2.347804e-01
7.547739e+02,2.495969e+00,2.259130e-01
7.572864e+02,2.500095e+00,2.166174e-01
7.597990e+02,2.501577e+00,2.068359e-01
7.623116e+02,2.500282e+00,1.964960e-01
7.648241e+02,2.496308e+00,1.855042e-01
7.673367e+02,2.489956e+00,1.737369e-01
7.698492e+02,2.481685e+00,1.610243e-01
7.723618e+02,2.472024e+00,1.471213e-01
7.748744e+02,2.461505e+00,1.316516e-01
7.773869e+02,2.450604e+00,1.139788e-01
7.798995e+02,2.439709e+00,9.285340e-02
7.824121e+02,2.429113e+00,6.499176e-02
7.849246e+02,2.419015e+00,2.917672e-02
7.874372e+02,2.409539e+00,2.091606e-02
7.899497e+02,2.400748e+00,1.502614e-02
7.924623e+02,2.392660e+00,1.081758e-02
7.949749e+02,2.385263e+00,7.804031e-03
7.974874e+02,2.378527e+00,5.641648e-03
8.000000e+02,2.372408e+00,4.086791e-03
